Id,Consumption,Temperature,Time,DailySeasonality,WeeklySeasonality
1435,4257.158395333329,21.2,1435,43,139
1436,4120.948842,20.9,1436,44,140
1437,4028.9878206666704,20.8,1437,45,141
1438,4437.02361,20.7,1438,46,142
1439,4355.166046,20.6,1439,47,143
1440,4157.930478,20.5,1440,0,144
1441,3975.7731153333293,20.45,1441,1,145
1442,4190.43208,20.4,1442,2,146
1443,4061.4547206666707,20.25,1443,3,147
1444,3813.6216593333293,20.1,1444,4,148
1445,3659.84944,20.05,1445,5,149
1446,3553.436226,20.0,1446,6,150
1447,3540.3337913333294,20.05,1447,7,151
1448,3609.222562,20.1,1448,8,152
1449,3748.662066,23.0,1449,9,153
1450,4066.9747566666706,25.9,1450,10,154
1451,4349.917042,26.75,1451,11,155
1452,4795.565996666671,27.6,1452,12,156
1453,5179.850013333329,28.2,1453,13,157
1454,5175.07162133333,28.8,1454,14,158
1455,5305.153032,29.4,1455,15,159
1456,5487.698804,30.0,1456,16,160
1457,5601.359972,31.15,1457,17,161
1458,5712.98727533333,32.3,1458,18,162
1459,5831.83918333333,33.05,1459,19,163
1460,5967.935372,33.8,1460,20,164
1461,6038.46914533333,34.55,1461,21,165
1462,6040.86376866667,35.3,1462,22,166
1463,5996.22488866667,36.05,1463,23,167
1464,5197.296578,36.8,1464,24,168
1465,5003.7943733333295,36.8,1465,25,169
1466,4924.667128666671,36.8,1466,26,170
1467,4848.403873333329,37.15,1467,27,171
1468,4810.74870466667,37.5,1468,28,172
1469,4761.39104933333,37.8,1469,29,173
1470,4797.58879066667,38.1,1470,30,174
1471,4801.39874066667,37.85,1471,31,175
1472,4794.028385333329,37.6,1472,32,176
1473,4826.882614666671,32.9,1473,33,177
1474,4741.860636666671,28.2,1474,34,178
1475,4723.737858666671,26.85,1475,35,179
1476,5075.7361486666705,25.5,1476,36,180
1477,5100.951084666671,25.25,1477,37,181
1478,5046.456922,25.0,1478,38,182
1479,5098.8231479999995,25.05,1479,39,183
1480,5059.76077266667,25.1,1480,40,184
1481,4907.28098133333,24.8,1481,41,185
1482,4706.993743999999,24.5,1482,42,186
1483,4461.768922,24.0,1483,43,187
1484,4273.1290420000005,23.5,1484,44,188
1485,4148.862634,22.95,1485,45,189
1486,4558.5704446666705,22.4,1486,46,190
1487,4454.2915266666705,21.9,1487,47,191
1488,4233.744318666671,21.4,1488,0,192
1489,4044.3452413333293,20.75,1489,1,193
1490,4289.083852000001,20.1,1490,2,194
1491,4130.84459933333,19.8,1491,3,195
1492,3914.9518793333295,19.5,1492,4,196
1493,3722.6266686666704,19.25,1493,5,197
1494,3628.9728986666705,19.0,1494,6,198
1495,3605.9602600000003,18.7,1495,7,199
1496,3689.725908,18.4,1496,8,200
1497,3785.041554,18.1,1497,9,201
1498,4057.174212,17.8,1498,10,202
1499,4327.224817333329,18.05,1499,11,203
1500,4753.971714,18.3,1500,12,204
1501,5077.2091,18.25,1501,13,205
1502,5013.209077333329,18.2,1502,14,206
1503,5026.92936266667,17.85,1503,15,207
1504,5070.623479999999,17.5,1504,16,208
1505,5076.004047333329,17.35,1505,17,209
1506,5037.10852066667,17.2,1506,18,210
1507,5041.726738666671,17.0,1507,19,211
1508,5024.52739466667,16.8,1508,20,212
1509,5029.002568,16.65,1509,21,213
1510,4982.55880933333,16.5,1510,22,214
1511,4940.334418,16.4,1511,23,215
1512,4866.73112,16.3,1512,24,216
1513,4815.2133173333295,16.55,1513,25,217
1514,4775.406146,16.8,1514,26,218
1515,4695.72196866667,17.25,1515,27,219
1516,4647.29820533333,17.7,1516,28,220
1517,4632.01796,18.05,1517,29,221
1518,4610.26704933333,18.4,1518,30,222
1519,4605.826258,18.4,1519,31,223
1520,4597.38091,18.4,1520,32,224
1521,4558.647963333329,18.4,1521,33,225
1522,4401.863958,18.4,1522,34,226
1523,4272.80743,18.15,1523,35,227
1524,4128.266174,17.9,1524,36,228
1525,4072.4145653333294,17.65,1525,37,229
1526,4061.7344246666707,17.4,1526,38,230
1527,4160.525786,16.9,1527,39,231
1528,4107.065161333329,16.4,1528,40,232
1529,4003.5935133333296,16.05,1529,41,233
1530,3905.564586,15.7,1530,42,234
1531,3770.2126626666704,15.5,1531,43,235
1532,3716.3028186666706,15.3,1532,44,236
1533,3672.1873033333295,15.1,1533,45,237
1534,4117.791436666671,14.9,1534,46,238
1535,4075.2679446666707,14.55,1535,47,239
1536,3931.4865653333295,14.2,1536,0,240
1537,3729.2071573333296,13.9,1537,1,241
1538,3965.0725666666704,13.6,1538,2,242
1539,3835.2035853333296,13.95,1539,3,243
1540,3591.3287293333296,14.3,1540,4,244
1541,3407.460732,14.35,1541,5,245
1542,3294.38674866667,14.4,1542,6,246
1543,3230.72416666667,14.7,1543,7,247
1544,3194.93851533333,15.0,1544,8,248
1545,3227.16483,15.0,1545,9,249
1546,3328.38069666667,15.0,1546,10,250
1547,3385.15044866667,15.0,1547,11,251
1548,3528.4895153333296,15.0,1548,12,252
1549,3689.3658979999996,15.25,1549,13,253
1550,3696.0635246666707,15.5,1550,14,254
1551,3777.4475813333293,16.25,1551,15,255
1552,3868.39814,17.0,1552,16,256
1553,3939.5663853333294,17.65,1553,17,257
1554,3974.3666853333293,18.3,1554,18,258
1555,4008.3224686666704,19.05,1555,19,259
1556,4020.01955,19.8,1556,20,260
1557,4027.717494,20.45,1557,21,261
1558,3991.0987926666703,21.1,1558,22,262
1559,3982.8999453333295,21.55,1559,23,263
1560,3942.6405346666706,22.0,1560,24,264
1561,3914.805882,20.35,1561,25,265
1562,3885.5795966666706,18.7,1562,26,266
1563,3828.9947813333297,18.4,1563,27,267
1564,3819.8242506666707,18.1,1564,28,268
1565,3784.4565420000004,18.0,1565,29,269
1566,3797.0290026666707,17.9,1566,30,270
1567,3824.9398886666704,17.95,1567,31,271
1568,3817.6332786666703,18.0,1568,32,272
1569,3836.0092353333293,18.05,1569,33,273
1570,3791.8900333333295,18.1,1570,34,274
1571,3730.9271259999996,17.75,1571,35,275
1572,3617.8843933333296,17.4,1572,36,276
1573,3604.1393746666704,16.95,1573,37,277
1574,3611.0429193333293,16.5,1574,38,278
1575,3739.8728060000003,16.15,1575,39,279
1576,3742.86219,15.8,1576,40,280
1577,3722.339686,15.6,1577,41,281
1578,3613.3096913333293,15.4,1578,42,282
1579,3539.7720633333292,15.3,1579,43,283
1580,3502.607696,15.2,1580,44,284
1581,3493.2232380000005,15.1,1581,45,285
1582,3846.8652146666705,15.0,1582,46,286
1583,3849.281892,14.85,1583,47,287
1584,3730.6667173333294,14.7,1584,0,288
1585,3591.6140106666703,14.45,1585,1,289
1586,3828.3430766666706,14.2,1586,2,290
1587,3700.6090193333293,13.6,1587,3,291
1588,3521.852594,13.0,1588,4,292
1589,3335.71396266667,12.65,1589,5,293
1590,3180.443048,12.3,1590,6,294
1591,3067.942498,12.15,1591,7,295
1592,3019.1907906666697,12.0,1592,8,296
1593,3010.5870440000003,12.0,1593,9,297
1594,3041.72900933333,12.0,1594,10,298
1595,3068.179082,12.3,1595,11,299
1596,3115.52052,12.6,1596,12,300
1597,3216.19613066667,13.3,1597,13,301
1598,3222.52673533333,14.0,1598,14,302
1599,3265.4062853333303,14.8,1599,15,303
1600,3356.505078,15.6,1600,16,304
1601,3417.6046053333303,16.85,1601,17,305
1602,3501.0940140000002,18.1,1602,18,306
1603,3520.3244433333293,19.55,1603,19,307
1604,3571.2802366666706,21.0,1604,20,308
1605,3577.090232,21.5,1605,21,309
1606,3613.0070386666707,22.0,1606,22,310
1607,3616.1061600000003,23.0,1607,23,311
1608,3610.925894,24.0,1608,24,312
1609,3584.8608240000003,24.15,1609,25,313
1610,3577.5306906666706,24.3,1610,26,314
1611,3565.4428993333295,24.75,1611,27,315
1612,3586.0725759999996,25.2,1612,28,316
1613,3617.065698,25.45,1613,29,317
1614,3648.6548926666705,25.7,1614,30,318
1615,3709.5570793333295,25.45,1615,31,319
1616,3717.948696,25.2,1616,32,320
1617,3780.1681759999997,24.35,1617,33,321
1618,3804.2937046666707,23.5,1618,34,322
1619,3750.4323426666706,22.8,1619,35,323
1620,3699.7991366666706,22.1,1620,36,324
1621,3652.24525,21.15,1621,37,325
1622,3698.7687126666706,20.2,1622,38,326
1623,3832.1314506666704,19.45,1623,39,327
1624,3835.5833686666706,18.7,1624,40,328
1625,3748.3960173333294,18.1,1625,41,329
1626,3638.42948,17.5,1626,42,330
1627,3513.79451133333,17.2,1627,43,331
1628,3449.1624880000004,16.9,1628,44,332
1629,3410.63021466667,16.7,1629,45,333
1630,3771.417332,16.5,1630,46,334
1631,3812.2853213333296,16.3,1631,47,335
1632,3678.940324,16.1,1632,0,0
1633,3580.9495693333297,15.8,1633,1,1
1634,3868.0298646666706,15.5,1634,2,2
1635,3779.6676206666707,14.9,1635,3,3
1636,3596.2357786666707,14.3,1636,4,4
1637,3410.01129533333,14.05,1637,5,5
1638,3311.69699133333,13.8,1638,6,6
1639,3273.0151666666698,13.6,1639,7,7
1640,3289.183432,13.4,1640,8,8
1641,3402.89169866667,13.25,1641,9,9
1642,3704.0352780000003,13.1,1642,10,10
1643,3986.911898,13.1,1643,11,11
1644,4407.471018666671,13.1,1644,12,12
1645,4720.73378,14.3,1645,13,13
1646,4532.4799299999995,15.5,1646,14,14
1647,4546.437716666671,17.3,1647,15,15
1648,4581.565834,19.1,1648,16,16
1649,4619.532374666671,20.1,1649,17,17
1650,4643.976531333329,21.1,1650,18,18
1651,4726.788206,21.8,1651,19,19
1652,4797.93387066667,22.5,1652,20,20
1653,4855.0923106666705,22.95,1653,21,21
1654,4842.814598,23.4,1654,22,22
1655,4821.53219333333,24.1,1655,23,23
1656,4886.55134533333,24.8,1656,24,24
1657,4945.50249866667,25.1,1657,25,25
1658,4959.912424,25.4,1658,26,26
1659,5013.225314666671,25.9,1659,27,27
1660,5006.01571066667,26.4,1660,28,28
1661,5007.639214,26.75,1661,29,29
1662,5026.24235933333,27.1,1662,30,30
1663,5059.811958666671,27.2,1663,31,31
1664,5058.042032,27.3,1664,32,32
1665,4951.6505926666705,26.6,1665,33,33
1666,4735.993128,25.9,1666,34,34
1667,4514.84702,25.15,1667,35,35
1668,4308.65510533333,24.4,1668,36,36
1669,4187.916737333329,23.7,1669,37,37
1670,4167.89659733333,23.0,1670,38,38
1671,4268.577272666671,22.1,1671,39,39
1672,4274.71166266667,21.2,1672,40,40
1673,4168.82235,20.55,1673,41,41
1674,4009.691584,19.9,1674,42,42
1675,3819.581774,19.05,1675,43,43
1676,3776.531158,18.2,1676,44,44
1677,3745.0090813333295,18.25,1677,45,45
1678,4179.509092666671,18.3,1678,46,46
1679,4188.13356,17.55,1679,47,47
1680,4041.8885240000004,16.8,1680,0,48
1681,3877.8431493333296,16.4,1681,1,49
1682,4112.217732,16.0,1682,2,50
1683,3934.35029,15.8,1683,3,51
1684,3764.9993673333292,15.6,1684,4,52
1685,3586.0117846666703,15.4,1685,5,53
1686,3463.88600066667,15.2,1686,6,54
1687,3408.05407,15.7,1687,7,55
1688,3426.09992,16.2,1688,8,56
1689,3548.8078013333293,16.55,1689,9,57
1690,3851.4255493333294,16.9,1690,10,58
1691,4150.523132,17.25,1691,11,59
1692,4550.66500333333,17.6,1692,12,60
1693,4838.2864899999995,18.1,1693,13,61
1694,4674.215718666671,18.6,1694,14,62
1695,4700.984276666671,19.95,1695,15,63
1696,4781.586879333329,21.3,1696,16,64
1697,4808.18154866667,21.5,1697,17,65
1698,4849.380054666671,21.7,1698,18,66
1699,4924.66701533333,22.75,1699,19,67
1700,4983.340576,23.8,1700,20,68
1701,5024.908618666671,24.8,1701,21,69
1702,5057.450954,25.8,1702,22,70
1703,5061.59207066667,26.35,1703,23,71
1704,5160.579918,26.9,1704,24,72
1705,5212.51209533333,27.9,1705,25,73
1706,5280.204155333329,28.9,1706,26,74
1707,5318.321644,29.65,1707,27,75
1708,5285.35429,30.4,1708,28,76
1709,5362.931539333329,30.65,1709,29,77
1710,5420.53428,30.9,1710,30,78
1711,5461.96257866667,30.5,1711,31,79
1712,5471.4436286666705,30.1,1712,32,80
1713,5378.101937333329,29.25,1713,33,81
1714,5170.974771333329,28.4,1714,34,82
1715,4954.95282,28.15,1715,35,83
1716,4767.13038866667,27.9,1716,36,84
1717,4615.553136666671,27.3,1717,37,85
1718,4558.27464933333,26.7,1718,38,86
1719,4643.967163333329,25.85,1719,39,87
1720,4593.3960640000005,25.0,1720,40,88
1721,4488.698057333329,24.4,1721,41,89
1722,4252.809191333329,23.8,1722,42,90
1723,4071.3739386666707,22.85,1723,43,91
1724,3931.02311,21.9,1724,44,92
1725,3873.8167626666705,21.5,1725,45,93
1726,4264.829184,21.1,1726,46,94
1727,4243.447710666671,20.85,1727,47,95
1728,4074.4948533333295,20.6,1728,0,96
1729,3922.6266153333295,19.7,1729,1,97
1730,4155.503336,18.8,1730,2,98
1731,4009.7935993333294,18.65,1731,3,99
1732,3804.2796033333293,18.5,1732,4,100
1733,3615.569542,18.2,1733,5,101
1734,3513.4669280000003,17.9,1734,6,102
1735,3464.34747266667,17.6,1735,7,103
1736,3501.4798560000004,17.3,1736,8,104
1737,3673.8775326666705,17.0,1737,9,105
1738,3910.5820086666704,16.7,1738,10,106
1739,4205.53299333333,16.85,1739,11,107
1740,4589.70764133333,17.0,1740,12,108
1741,4878.703184,18.3,1741,13,109
1742,4776.43275266667,19.6,1742,14,110
1743,4822.892595333329,22.45,1743,15,111
1744,4938.0086280000005,25.3,1744,16,112
1745,5003.253794,26.65,1745,17,113
1746,5085.42601,28.0,1746,18,114
1747,5194.57911066667,28.9,1747,19,115
1748,5292.970106000001,29.8,1748,20,116
1749,5372.947213333329,30.3,1749,21,117
1750,5391.038236666671,30.8,1750,22,118
1751,5425.731201333329,30.85,1751,23,119
1752,5541.041806,30.9,1752,24,120
1753,5609.72995933333,31.85,1753,25,121
1754,5687.40442666667,32.8,1754,26,122
1755,5736.4589320000005,32.55,1755,27,123
1756,5784.155744,32.3,1756,28,124
1757,5861.12282666667,32.95,1757,29,125
1758,5959.48178,33.6,1758,30,126
1759,6058.521793999999,33.8,1759,31,127
1760,6080.832602,34.0,1760,32,128
1761,5992.39748933333,33.65,1761,33,129
1762,5767.25312666667,33.3,1762,34,130
1763,5574.67699,32.5,1763,35,131
1764,5332.462678,31.7,1764,36,132
1765,5179.516655333329,30.35,1765,37,133
1766,5058.30645533333,29.0,1766,38,134
1767,5132.136934666671,28.65,1767,39,135
1768,5037.242234666671,28.3,1768,40,136
1769,4881.703106,27.65,1769,41,137
1770,4631.6085346666705,27.0,1770,42,138
1771,4411.852539333329,26.35,1771,43,139
1772,4245.8518,25.7,1772,44,140
1773,4129.557042666671,25.5,1773,45,141
1774,4516.49597266667,25.3,1774,46,142
1775,4448.2799700000005,24.55,1775,47,143
1776,4258.019954,23.8,1776,0,144
1777,4056.9107693333294,23.1,1777,1,145
1778,4292.223383333329,22.4,1778,2,146
1779,4129.83521533333,21.8,1779,3,147
1780,3917.6455593333294,21.2,1780,4,148
1781,3721.659496,20.8,1781,5,149
1782,3603.387106,20.4,1782,6,150
1783,3585.3890460000002,19.95,1783,7,151
1784,3641.691256,19.5,1784,8,152
1785,3780.5154973333297,19.5,1785,9,153
1786,4055.2454193333297,19.5,1786,10,154
1787,4377.713122666671,19.65,1787,11,155
1788,4767.799954,19.8,1788,12,156
1789,5116.1507806666705,20.8,1789,13,157
1790,4993.038153333329,21.8,1790,14,158
1791,5097.616581333329,23.9,1791,15,159
1792,5227.496978666671,26.0,1792,16,160
1793,5354.079479999999,28.45,1793,17,161
1794,5481.658348,30.9,1794,18,162
1795,5599.916382,31.6,1795,19,163
1796,5725.065856,32.3,1796,20,164
1797,5818.87193733333,32.65,1797,21,165
1798,5860.744442,33.0,1798,22,166
1799,5926.11691733333,33.5,1799,23,167
1800,6093.54654,34.0,1800,24,168
1801,6171.77014333333,34.5,1801,25,169
1802,6283.8389560000005,35.0,1802,26,170
1803,6299.47259733333,35.4,1803,27,171
1804,6353.41247466667,35.8,1804,28,172
1805,6373.051714,35.7,1805,29,173
1806,6489.54876866667,35.6,1806,30,174
1807,6511.38783266667,35.65,1807,31,175
1808,6524.951682,35.7,1808,32,176
1809,6446.11564333333,35.25,1809,33,177
1810,6267.35329666667,34.8,1810,34,178
1811,6058.57747333333,34.45,1811,35,179
1812,5854.7474266666695,34.1,1812,36,180
1813,5662.73597466667,32.85,1813,37,181
1814,5564.437986,31.6,1814,38,182
1815,5598.81268,28.2,1815,39,183
1816,5458.392576,24.8,1816,40,184
1817,5200.179501333329,24.35,1817,41,185
1818,4942.472810666671,23.9,1818,42,186
1819,4668.426844,23.55,1819,43,187
1820,4457.860468,23.2,1820,44,188
1821,4331.86482933333,22.95,1821,45,189
1822,4660.39329333333,22.7,1822,46,190
1823,4591.33059866667,22.4,1823,47,191
1824,4363.517686,22.1,1824,0,192
1825,4170.75305466667,22.0,1825,1,193
1826,4386.746092,21.9,1826,2,194
1827,4206.913489333329,21.6,1827,3,195
1828,3984.5341453333294,21.3,1828,4,196
1829,3800.3101206666706,20.95,1829,5,197
1830,3720.1659386666706,20.6,1830,6,198
1831,3673.7547593333293,20.3,1831,7,199
1832,3724.19494,20.0,1832,8,200
1833,3868.9095153333296,19.6,1833,9,201
1834,4159.107492666671,19.2,1834,10,202
1835,4475.67654666667,19.45,1835,11,203
1836,4867.779966,19.7,1836,12,204
1837,5155.323007999999,20.85,1837,13,205
1838,5100.62185933333,22.0,1838,14,206
1839,5184.742482,24.2,1839,15,207
1840,5364.858411333329,26.4,1840,16,208
1841,5490.098826666671,28.6,1841,17,209
1842,5601.84276666667,30.8,1842,18,210
1843,5769.122836,31.8,1843,19,211
1844,5907.67033266667,32.8,1844,20,212
1845,6060.944684,34.0,1845,21,213
1846,6133.03595866667,35.2,1846,22,214
1847,6216.978172,35.65,1847,23,215
1848,6258.58947933333,36.1,1848,24,216
1849,6262.39959266667,36.0,1849,25,217
1850,6400.876198,35.9,1850,26,218
1851,6451.92423066667,36.2,1851,27,219
1852,6458.3130759999995,36.5,1852,28,220
1853,6483.11554133333,36.6,1853,29,221
1854,6551.56279533333,36.7,1854,30,222
1855,6612.98553266667,36.65,1855,31,223
1856,6572.658292,36.6,1856,32,224
1857,6512.3251406666695,36.45,1857,33,225
1858,6270.22320866667,36.3,1858,34,226
1859,6071.051396,35.55,1859,35,227
1860,5869.738362,34.8,1860,36,228
1861,5712.2019646666695,33.4,1861,37,229
1862,5594.6827666666695,32.0,1862,38,230
1863,5618.501654,31.55,1863,39,231
1864,5480.57362466667,31.1,1864,40,232
1865,5243.44565866667,30.7,1865,41,233
1866,5012.915575999999,30.3,1866,42,234
1867,4792.583669333329,29.3,1867,43,235
1868,4593.6819893333295,28.3,1868,44,236
1869,4449.514228,27.45,1869,45,237
1870,4771.558858666671,26.6,1870,46,238
1871,4636.594104,26.2,1871,47,239
1872,4370.491132,25.8,1872,0,240
1873,4144.049162666671,25.3,1873,1,241
1874,4390.859929333329,24.8,1874,2,242
1875,4211.529451333329,24.2,1875,3,243
1876,3955.6537226666705,23.6,1876,4,244
1877,3790.6699126666704,23.15,1877,5,245
1878,3680.4081539999997,22.7,1878,6,246
1879,3633.3159533333296,22.4,1879,7,247
1880,3636.2129686666703,22.1,1880,8,248
1881,3678.4686473333295,22.45,1881,9,249
1882,3740.2688740000003,22.8,1882,10,250
1883,3833.7935159999997,22.95,1883,11,251
1884,3975.8974366666707,23.1,1884,12,252
1885,4162.45915,24.2,1885,13,253
1886,4254.30306533333,25.3,1886,14,254
1887,4394.48640933333,27.15,1887,15,255
1888,4584.8219899999995,29.0,1888,16,256
1889,4727.027622,30.15,1889,17,257
1890,4896.614504666671,31.3,1890,18,258
1891,5004.4141979999995,32.5,1891,19,259
1892,5130.05525666667,33.7,1892,20,260
1893,5237.7755,34.55,1893,21,261
1894,5339.55274266667,35.4,1894,22,262
1895,5387.903604,35.85,1895,23,263
1896,5413.1367326666705,36.3,1896,24,264
1897,5442.013901333329,36.15,1897,25,265
1898,5450.890696666671,36.0,1898,26,266
1899,5511.721384,36.75,1899,27,267
1900,5462.27265,37.5,1900,28,268
1901,5527.05665333333,37.05,1901,29,269
1902,5544.38302733333,36.6,1902,30,270
1903,5577.88767933333,36.55,1903,31,271
1904,5553.9818446666695,36.5,1904,32,272
1905,5558.75452133333,36.15,1905,33,273
1906,5483.2675453333295,35.8,1906,34,274
1907,5396.62484666667,35.35,1907,35,275
1908,5266.91111333333,34.9,1908,36,276
1909,5189.506763333329,34.3,1909,37,277
1910,5156.619018,33.7,1910,38,278
1911,5211.308291333329,33.0,1911,39,279
1912,5128.418391333329,32.3,1912,40,280
1913,5023.2628046666705,31.65,1913,41,281
1914,4844.0015619999995,31.0,1914,42,282
1915,4684.20282,29.4,1915,43,283
1916,4529.006475333329,27.8,1916,44,284
1917,4399.29542466667,27.45,1917,45,285
1918,4646.84679133333,27.1,1918,46,286
1919,4538.611184666671,27.5,1919,47,287
1920,4258.435661333329,27.9,1920,0,288
1921,4072.776022,28.05,1921,1,289
1922,4308.34919266667,28.2,1922,2,290
1923,4142.88889,27.5,1923,3,291
1924,3934.790284,26.8,1924,4,292
1925,3724.589736,26.65,1925,5,293
1926,3617.6132606666706,26.5,1926,6,294
1927,3537.458446,25.3,1927,7,295
1928,3512.96524466667,24.1,1928,8,296
1929,3520.2389293333295,23.5,1929,9,297
1930,3538.5389593333293,22.9,1930,10,298
1931,3595.540462,22.65,1931,11,299
1932,3620.4644306666705,22.4,1932,12,300
1933,3728.8546233333295,22.15,1933,13,301
1934,3728.68647,21.9,1934,14,302
1935,3781.5409333333296,21.95,1935,15,303
1936,3834.3341253333297,22.0,1936,16,304
1937,3907.4707826666704,22.55,1937,17,305
1938,4008.582718,23.1,1938,18,306
1939,4055.7234780000003,23.35,1939,19,307
1940,4095.147488,23.6,1940,20,308
1941,4148.360206666671,24.55,1941,21,309
1942,4145.743895333329,25.5,1942,22,310
1943,4194.335256666671,25.95,1943,23,311
1944,4166.722102000001,26.4,1944,24,312
1945,4144.551052000001,27.1,1945,25,313
1946,4186.776802,27.8,1946,26,314
1947,4202.243172666671,28.05,1947,27,315
1948,4209.606864666671,28.3,1948,28,316
1949,4265.776406,27.8,1949,29,317
1950,4325.649395333329,27.3,1950,30,318
1951,4407.805714,26.45,1951,31,319
1952,4404.3657840000005,25.6,1952,32,320
1953,4454.10219666667,25.15,1953,33,321
1954,4473.4226626666705,24.7,1954,34,322
1955,4409.002854666671,24.15,1955,35,323
1956,4348.89601,23.6,1956,36,324
1957,4277.437025333329,23.15,1957,37,325
1958,4304.83411333333,22.7,1958,38,326
1959,4412.9320179999995,22.65,1959,39,327
1960,4351.75076333333,22.6,1960,40,328
1961,4218.907809333329,22.15,1961,41,329
1962,4055.1572886666704,21.7,1962,42,330
1963,3906.19674,21.55,1963,43,331
1964,3822.498402,21.4,1964,44,332
1965,3792.5234466666707,21.4,1965,45,333
1966,4129.55990466667,21.4,1966,46,334
1967,4120.170486,21.35,1967,47,335
1968,3951.3053353333294,21.3,1968,0,0
1969,3804.81279,21.3,1969,1,1
1970,4074.8564313333295,21.3,1970,2,2
1971,3991.0742686666704,21.05,1971,3,3
1972,3782.125422,20.8,1972,4,4
1973,3630.716136,20.75,1973,5,5
1974,3539.3601386666705,20.7,1974,6,6
1975,3512.1298213333303,20.8,1975,7,7
1976,3544.2732593333294,20.9,1976,8,8
1977,3689.0990013333294,20.9,1977,9,9
1978,4046.1805133333296,20.9,1978,10,10
1979,4349.058804,20.95,1979,11,11
1980,4792.5146159999995,21.0,1980,12,12
1981,5111.61870533333,21.4,1981,13,13
1982,5072.8488560000005,21.8,1982,14,14
1983,5148.96366133333,22.35,1983,15,15
1984,5268.3037079999995,22.9,1984,16,16
1985,5310.2744793333295,24.4,1985,17,17
1986,5375.504654666671,25.9,1986,18,18
1987,5522.20029933333,26.25,1987,19,19
1988,5633.5346,26.6,1988,20,20
1989,5723.656542000001,27.65,1989,21,21
1990,5788.36707733333,28.7,1990,22,22
1991,5823.13659466667,29.2,1991,23,23
1992,5920.22610666667,29.7,1992,24,24
1993,5995.84225066667,30.5,1993,25,25
1994,6062.03613533333,31.3,1994,26,26
1995,6109.79288533333,32.05,1995,27,27
1996,6165.38243466667,32.8,1996,28,28
1997,6169.93855466667,32.6,1997,29,29
1998,6256.4018240000005,32.4,1998,30,30
1999,6258.44004533333,31.75,1999,31,31
2000,6202.438042,31.1,2000,32,32
2001,6053.04671733333,30.25,2001,33,33
2002,5727.78333266667,29.4,2002,34,34
2003,5470.904062,28.3,2003,35,35
2004,5197.250149333329,27.2,2004,36,36
2005,5056.982648666671,27.0,2005,37,37
2006,5025.946157333329,26.8,2006,38,38
2007,5041.293836,26.6,2007,39,39
2008,4870.273115999999,26.4,2008,40,40
2009,4760.610542666671,26.25,2009,41,41
2010,4562.755556,26.1,2010,42,42
2011,4351.385696,25.9,2011,43,43
2012,4191.565456,25.7,2012,44,44
2013,4138.713835333329,25.3,2013,45,45
2014,4560.55724266667,24.9,2014,46,46
2015,4539.388604,24.45,2015,47,47
2016,4352.76844333333,24.0,2016,0,48
2017,4141.231916,23.6,2017,1,49
2018,4396.20267333333,23.2,2018,2,50
2019,4258.215602,22.95,2019,3,51
2020,4045.5100333333294,22.7,2020,4,52
2021,3848.1981066666704,22.5,2021,5,53
2022,3763.2813106666704,22.3,2022,6,54
2023,3722.737324,22.25,2023,7,55
2024,3757.4187826666707,22.2,2024,8,56
2025,3891.1324186666707,21.4,2025,9,57
2026,4205.251802000001,20.6,2026,10,58
2027,4557.31714733333,20.55,2027,11,59
2028,4959.18560866667,20.5,2028,12,60
2029,5322.52065133333,20.0,2029,13,61
2030,5158.094525333329,19.5,2030,14,62
2031,5177.4313633333295,19.35,2031,15,63
2032,5196.567431333329,19.2,2032,16,64
2033,5208.270744666671,19.3,2033,17,65
2034,5183.20923466667,19.4,2034,18,66
2035,5110.58512066667,19.65,2035,19,67
2036,5136.34991533333,19.9,2036,20,68
2037,5178.6011993333295,21.2,2037,21,69
2038,5172.784142666671,22.5,2038,22,70
2039,5150.59711133333,23.45,2039,23,71
2040,5187.404124000001,24.4,2040,24,72
2041,5230.96002666667,24.1,2041,25,73
2042,5253.763461333329,23.8,2042,26,74
2043,5207.25174333333,23.85,2043,27,75
2044,5197.231093333329,23.9,2044,28,76
2045,5193.950822,23.85,2045,29,77
2046,5215.807901333329,23.8,2046,30,78
2047,5232.489622666671,23.75,2047,31,79
2048,5208.7407266666705,23.7,2048,32,80
2049,5090.8977826666705,23.5,2049,33,81
2050,4872.60368466667,23.3,2050,34,82
2051,4662.841934666671,23.05,2051,35,83
2052,4490.67455333333,22.8,2052,36,84
2053,4427.657304,22.5,2053,37,85
2054,4488.023644,22.2,2054,38,86
2055,4523.088162,22.15,2055,39,87
2056,4449.357682,22.1,2056,40,88
2057,4316.069593333329,22.1,2057,41,89
2058,4162.181671333329,22.1,2058,42,90
2059,4040.9724786666707,22.0,2059,43,91
2060,3936.8544433333295,21.9,2060,44,92
2061,3893.1177893333293,21.7,2061,45,93
2062,4308.953476,21.5,2062,46,94
2063,4312.380506,21.35,2063,47,95
2064,4125.554714,21.2,2064,0,96
2065,3969.2186466666703,21.2,2065,1,97
2066,4183.347687333329,21.2,2066,2,98
2067,4064.7099726666706,21.05,2067,3,99
2068,3811.4978159999996,20.9,2068,4,100
2069,3634.0471406666707,21.0,2069,5,101
2070,3530.0474126666704,21.1,2070,6,102
2071,3498.90304333333,21.25,2071,7,103
2072,3569.3383166666704,21.4,2072,8,104
2073,3707.0310766666707,21.4,2073,9,105
2074,4008.4004306666707,21.4,2074,10,106
2075,4395.960536,21.5,2075,11,107
2076,4814.93532933333,21.6,2076,12,108
